"","ds_id","auth_id","timestamp"
"1353","doi:10.7281/T1/CZZDLJ","0000-0002-2399-0030",2017-06-22 13:24:47
"1354","doi:10.7281/T1/EQKCFP","588",2023-10-20 13:46:16
"1355","doi:10.7281/T1/JYAHTN","589",2020-11-24 12:54:16
"1356","doi:10.7281/T1/7ELIJW","590",2024-04-26 19:51:18
"1357","doi:10.7281/T1/LR1FMH","591",2021-07-30 17:40:19
"1358","doi:10.7281/T1/VDZAZY","0000-0003-3940-4216",2020-08-28 18:59:41
"1359","doi:10.7281/T1/BCARLC","592",2020-10-12 21:05:06
"1360","doi:10.7281/T1/AYTUVI","0000-0003-1457-3072",2018-08-03 18:25:59
"1361","doi:10.7281/T1/OSQSMY","0000-0002-0660-4943",2018-08-17 13:15:49
"1362","doi:10.7281/T1/L8UP2G","0000-0002-1168-8491",2018-04-17 20:37:48
"1363","doi:10.7281/T1C8276W","0000-0002-8741-813X",2017-08-22 12:23:07
